epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.8240056037902832,0.5161299705505371,0.0010000000474974513,0.4547802209854126,0.5784493088722229,0.6152597665786743,0.8812800049781799,0.5627605319023132,0.3999598026275635,0.7311999797821045,0.6924242377281189
1,0.868381142616272,0.5256298780441284,0.0010000000474974513,0.37709033489227295,0.7147613763809204,0.6272727251052856,0.8560000061988831,0.5767813324928284,0.3660707473754883,0.7837837934494019,0.43939393758773804
2,0.8697532415390015,0.5375436544418335,0.0010000000474974513,0.3660791516304016,0.7174953818321228,0.63246750831604,0.8812800049781799,0.5355969667434692,0.3313218355178833,0.7311999797821045,0.6924242377281189
3,0.8727023601531982,0.5527435541152954,0.0010000000474974513,0.35816875100135803,0.7246695756912231,0.6409090757369995,0.8812800049781799,0.5594978332519531,0.3378099203109741,0.7311999797821045,0.6924242377281189
4,0.8730452656745911,0.5666376352310181,0.0010000000474974513,0.3497515320777893,0.7297196388244629,0.633766233921051,0.8809599876403809,0.574077844619751,0.3871830105781555,0.7376237511634827,0.6772727370262146
5,0.8753084540367126,0.5801340937614441,0.0010000000474974513,0.3402181565761566,0.7342242002487183,0.6422078013420105,0.8812800049781799,0.5736817121505737,0.40466272830963135,0.7311999797821045,0.6924242377281189
6,0.8760631084442139,0.5952845811843872,0.0005000000237487257,0.33064350485801697,0.7404608726501465,0.6363636255264282,0.8812800049781799,0.5716633796691895,0.5567202568054199,0.7311999797821045,0.6924242377281189
7,0.879355251789093,0.6162784695625305,0.0005000000237487257,0.32461291551589966,0.7485886216163635,0.6457791924476624,0.8761599659919739,0.5803001523017883,0.48507776856422424,0.739054262638092,0.6393939256668091
